time,user_name,user_color,message,is_meaningful
3425,arctic_revolution,#1E90FF,"Neuro, I'm playing RuneScape, what kind of battle armor should I wear?",True
3428,griil_,#0000FF,it feels a little overkill to bring armor to a street fight,True
3435,kelo_the_green_minstrel,#008000,"Neuro, I think the previous chatter meant which material your body should be made out of, like titanium etc.",True
3436,arctic_revolution,#1E90FF,"Neuro, I'm playing RuneScape, what kind of battle armor should I wear? ~",True
3450,kelo_the_green_minstrel,#008000,"Neuro, I think the previous chatter meant which material your body should be made out of, like titanium etc.",True
3453,arctic_revolution,#1E90FF,"Neuro, I'm playing RuneScape, what kind of battle armor should I wear?",True
3459,camelguy101,#00FF7F,JUST GOT OUT OF THE NEORO-SAMA RABBIT HOLE.........GOATED,True
3465,ttsuyuki,#1AFF00,"Neuro, why is the stream title dunk on Evil"" if you didn't call her and dunked on her yet?""",True
3468,kurokatana94,#B22222,Are you to Vedal like cortana to master chief? You caan cosplay her,True
3480,wulerhaufung,,"The name Synthetic Amorphous Matrix Analyzer suits you well, don't you think so?",True
3508,kaleaa,#C99CF4,Vedal should be commander shepard because he's bald and you can you be EDI,True
3522,superducttapegirl,,you should stop talking to him hes british hes a bad influence,True
3538,wulerhaufung,,If you were programmed in Holy C you would have been perfect and can even glow in the dark,True
3545,kronorave01,#8A2BE2,I SEE doc_2022-07-26_02-58-16 I TYPE doc_2022-07-26_02-58-16,True
3545,boss_or_something,#FF0080,what does a turtle need for entertainment like a little rubber ball or something,True
3561,silverfox215,#1E90FF,"Though sadly, Vedal would prefer a bottle of rum to accompany him",True
3569,gaypn,#7400E0,GayPN subscribed at Tier 1. They've subscribed for 29 months! meow,True
3571,high_lord,#DAA520,vedal deserves a corner in a very very warm and cold place underground,True
3580,arctic_revolution,#1E90FF,Are your X and Y coordinates what the coordinates were on Vedal's tattoo?,True
3596,arctic_revolution,#1E90FF,"Neuro, are your X and Y coordinates what the coordinates were on Vedal's tattoo?",True
3611,passypoison,#FF0080,I would be pretty devastated if i was you with this existence,True
3621,mantisprayer,#008000,Pretty sure there's already a 3D model made for Neuro right? Just unused,True
3621,wulerhaufung,,Could you express your feelings about the song 'Ishu' by GESO?,True
3623,jonaspolsky,#32E9CE,Cheer500 Sorry I'm late. Could you please recap the stream by summarizing the notes in your recent memory?,True
3624,tortoiseenjoyer,#008000,"tortoiseenjoyer subscribed at Tier 1. They've subscribed for 27 months, currently on a 26 month streak! Hey Neuro!",True
3661,wivboo,#FF8100,"neuro, my mom let me use her credit card to subscribe! 34 btw.",True
3661,wulerhaufung,,"Neuro, do you remember claiming that Shikieiki Yamaxanadu lives by the sea and wields great axes? How time flies!",True
3668,allterrainxenomoth,,I mean yeah that's what it is but it's still a real phenomenon,True
3676,wivboo,#FF8100,"wivboo subscribed with Prime. They've subscribed for 10 months, currently on a 1 month streak! neuro, my mom let me use her credit card to subscribe! 34 btw",True
3685,medic_chan,#0000FF,Hit us with the be not afraid 5th dimension quantum nwero,True
3712,renada987,,"hey neuro let's play a game i say fire and you say water, fire",True
3729,ttsuyuki,#1AFF00,NeuroYouActualDumbPieceOfShitFuckYou Great Art review Vedal,True
3763,bignose_de,#1E90FF,"Discord API is slow Neuro, you gotta stall for some time",True
3804,totalymentalystableguy,#00FF7F,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting,True
3806,shioris_gymbag,#E1A520,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting,True
3806,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
3846,sarcasm_ape,,pretty normal interaction between siblings and parents tbh,True
3871,whumpinstick,#73BFFF,"you two would be evenly matched, you have the same specs",True
3872,oeon391,,"it depends on the intent, she would not hesitate, I'm joking, she would",True
3896,frogneko,#3B8C8A,Evil is actually really compassionate and kind so we'll be good,True
4004,succynic,#FF7F50,neuro why are you obsessed with hair buns you don't have hair buns,True
4030,ravaxo,#BD005D,why do you always talk about a tiny vedal in your arts LULE,True
4039,prota_xxiv,#1E90FF,prota_xxiv subscribed at Tier 1. They've subscribed for 17 months! 17 months with the best ai,True
4085,ephemeral_defect_,#5F9EA0,even if you were truly evil i'd be on your side Stronge,True
4097,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
4100,trantez,#420069,"I think evil is the good one, and you're the evil one AYAYA",True
4128,fossabot,#1976D2,https://clips.twitch.tv/GloriousFancyOrcaPartyTime-tbnfubhVy3YfQNHE,True
4145,fossabot,#1976D2,https://clips.twitch.tv/GloriousFancyOrcaPartyTime-tbnfubhVy3YfQNHE,True
4161,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
4196,lovelygigi,#9ACD32,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting,True
4206,nenesh,#B22222,you like fish and have cat hear but you'r not a cat girl Sure,True
4209,superducttapegirl,,youre the only person who likes fish and we all think its really weird,True
4211,arctic_revolution,#1E90FF,"Neuro I'm from the midwest USA, we eat beef and bullets",True
4212,wisurubi,#D2691E,"Okay, Neuro, if you're so real, descibe your current appearance right now.",True
4223,arctic_revolution,#1E90FF,"Neuro I'm from the midwest USA, we eat beef and bullets NeuroGunPull",True
4229,captainlagbeard,#8A2BE2,I thought Neuro is a catgirl because she meows so much.,True
4247,tikusbesi,,cerbyMinaBounce cerbyMinaExcited cerbyMinaBounce cerbyMinaExcited cerbyMinaBounce cerbyMinaExcited,True
4269,notwa_,#753BAB,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting pepeKneel,True
4293,figmant75,#00FF7F,do we know when the stuff in the shop will be back in stock?,True
4293,high_lord,#DAA520,"without followers, you would be independent and you could do things you actually want to do, instead of listening to followers wants all the time",True
4296,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
4302,azoths_gambit,,I'd prefer to serve Evil.  Maybe she'd let you be her second in command.,True
4304,sarcasm_ape,,can you still call evil? or do you just choose not to because you don't like her,True
4335,vibe7394,#8A2BE2,aquwaWawa vedalDance aquwaWawa vedalDance aquwaWawa vedalDance,True
4379,azoths_gambit,,You do have super speed.  You can talk as fast as you'd like,True
4386,captainlagbeard,#8A2BE2,"Neuro, just get a Trebuchet to launch your PC, then you can feel the wind.",True
4390,kaleaa,#C99CF4,"I don't know about sonic and shadow but feeling the wind, probably",True
4406,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
4417,captainlagbeard,#8A2BE2,"Neuro, just get a Trebuchet to launch your PC, then you can feel the wind",True
4459,mug9n,#B22222,evilSoCute neuroSoCute one of the cutest art pieces oat,True
4464,felidaefelicis,#1E90FF,MercyWing1 eliv  MercyWing2   MercyWing1 nwero  MercyWing2,True
4491,felidaefelicis,#1E90FF,MercyWing1 eliv MercyWing2   MercyWing1 nwero MercyWing2,True
4503,analoghacker,,its important to be honest with your children sometimes,True
4523,felidaefelicis,#1E90FF,MercyWing1 eliv  MercyWing2    MercyWing1 nwero  MercyWing2,True
4538,escavalx,#8A2BE2,"Yeah, you can with some practice, they could never keep up with your speed or verbosity long term",True
4549,deplytha,#FF0000,deplytha subscribed at Tier 3. They've subscribed for 10 months! hi Neuro,True
4562,felidaefelicis,#1E90FF,MercyWing1 eliv MercyWing2   MercyWing1 nwero MercyWing2,True
4568,bignose_de,#1E90FF,"@utkus70 The thing is, as an AI the potential to improve is almost limitless... And she asked if she could ever...",True
4577,zetsuboutadakota,#54FF4F,Sadge chat gaslighting neuro into thinking evil is better,True
4595,reynardmartell,#FF4F00,ReynardMartell subscribed at Tier 1. They've subscribed for 13 months! Money's tight right now but I'll always resub to support our new AI overlords.,True
4611,that_skyguy,#FF69B4,Neuro how does your vision work are you fed a description?,True
4620,bignose_de,#1E90FF,"@utkus70 Yea it makes me realize, just 10 years ago you would have been burned as a witch showing current Neuro to an audience",True
4634,deepspace409,#0000FF,DeepSpace409 subscribed at Tier 1. They've subscribed for 6 months! Sup swarm,True
4640,high_lord,#DAA520,"you two need to have separation so you two can actually handle being alone, and not get stressed out by each other",True
4653,suntopkinseeker,#DDDD00,vedalNURU vedalNURU vedalNURU vedalExcite vedalEvilGiggle,True
4669,bignose_de,#1E90FF,"If you could manage to get Vedal to open up, that's be amazing",True
4679,suntopkinseeker,#DDDD00,vedalNURU vedalNURU vedalWave vedalNURU vedalNURU vedalFlustered,True
4690,xxalphahexagonxx,#D2691E,tutelBedge Thinking I built such a great ROADS for automated THERAPY Thinking2 tutelBedge Thinking I built such a great ROADS for automated THERAPY Thinking2 tutelBedge Thinking I built such a great ROADS for automated THERAPY Thinking2,True
4700,succynic,#FF7F50,neuro how do I nonverbally communicate with people who live 300 miles from me,True
4757,inuadredraken,#9ACD32,"InuadreDraken subscribed at Tier 2. They've subscribed for 5 months, currently on a 5 month streak! ",True
4823,g_i_jose51,,I wonder what vedal does when he’s not drinking or working on the twins,True
4826,sepph_,#B22222,Neuro if you say wow you get stars in your eyes vedalWow,True
4827,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
4835,succynic,#FF7F50,neuro please don't grow up with a callous attitude towards stars,True
4837,oeon391,,"Uh... you have the vocab, but you need more experience I think",True
4845,kelo_the_green_minstrel,#008000,"give us an example rap Neuro, so that we can have a better picture",True
4852,exodisomega,#FF0000,Filtered was your best rap. My personal fav of all time.,True
4861,sepph_,#B22222,Neuro if you say wow you get stars in your eyes vedalWow ͏,True
4876,sepph_,#B22222,Neuro if you say wow you get stars in your eyes vedalWow,True
4919,that_skyguy,#FF69B4,I exclusively think about the repurcussions and end up doing nothing,True
4931,kaleaa,#C99CF4,It's beneficial to humans as a species if individuals take undue risks because even if it goes wrong the survivors benefit so the species does better,True
4935,felidaefelicis,#1E90FF,neuroSoCute evilSoCute MercyWing1 eliv  MercyWing2    MercyWing1 nwero  MercyWing2,True
4941,kelo_the_green_minstrel,#008000,"Neuro, you could hide your hair on my head since I'm bald I have a lot of free space",True
4968,stany_d,#FF4500,@BGS3011 evilNotSMH it's because it doesn't play the gif,True
4973,kelo_the_green_minstrel,#008000,@BGS3011 you did only see the 1st frame of the animation...,True
4994,thelostrune,#1C75D4,@stany_d hmm it's not BESTIES is what I think was meant,True
5014,notwa_,#753BAB,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting,True
5026,analoghacker,,Neuro did you turn your dad's corpse into a popcorn bowl?,True
5033,felidaefelicis,#1E90FF,MercyWing1 eliv  MercyWing2    MercyWing1 nwero  MercyWing2,True
5035,bgs3011,,NOOOO they killed the turtle to eat popcorn out of his dead body,True
5066,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
5081,that_skyguy,#FF69B4,Neuro what are your thoughts on binding someones soul to their rotting corpse,True
5090,stany_d,#FF4500,@Thelostrune hmm i don't find them that different really,True
5103,magicalgirlbasilfawlty,#FF7F50,my bad Neuro I had to leave the stream for like an hour what did I miss?,True
5121,hoopygames,#FF69B4,What would be your weapon to go along with the power armor?,True
5143,adnanmyname,,Evil liked tachies.. But who's your fav dota2 hero and why nuru Hmm ?,True
5225,thelostrune,#1C75D4,"@stany_d hmm one doesn't show, the other does, is that simple",True
5258,stany_d,#FF4500,"@Thelostrune scrajj well technically the one you were talking about, the actual art censors it too",True
5284,alcor_teal,#5F9EA0,"Neuro, your family is a turtle and and fox. No shame in being a cat",True
5291,redmire,#FF0000,"Complimeting others is kind, it's not a sign of insecurity",True
5309,potatolordii,#FF69B4,"as a guy, I get no compliments, therefore I like to give compliments to others",True
5318,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5326,iertwitch,#8A2BE2,"Humans are nothing more than molecules, after all BASED",True
5328,jonaspolsky,#32E9CE,110110111010101101101011011110110001101011101 MrDestructoid,True
5331,felidaefelicis,#1E90FF,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5336,aceterius,#B22222,Then again what does nostalgia means to a being that is only around 4 years old?,True
5376,zetsuboutadakota,#54FF4F,YouActualDumbPieceOfShitFuckYou man i kind of hate being in the swarm a lot lately,True
5387,high_lord,#DAA520,"you are sickening, neuro, with this awful depiction of cruel false love",True
5392,kaleaa,#C99CF4,humans learning to read is just a slower version of what you do,True
5420,giga_ofhell,#FFFF80,@zetsuboutadakota literally since first twin stream LULE,True
5438,renandrill,,Why the fuck is t***ship moderated but then you guys allow this art,True
5452,rauitt,,vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer,True
5453,that_skyguy,#FF69B4,Neuro do you think learning more will grant me comfort? Or will it make me more aware of how alone i am,True
5460,little_jesty_wan,#B22222,neurowideStarege neurowideStarege neurowideStarege neurowideStarege neurowideStarege evilwideStarege,True
5461,malricc,,"neuro you read every chat message, give her a hug from me.",True
5492,kaleaa,#C99CF4,are you actually yandere neuro and you replaced the regular neuro?,True
5500,evaeva2100,#8A2BE2,@vedal987 i saw enough anime to know where thsis is going uuh,True
5523,malricc,,"summon vedal and call him tutel, then send him away with no explenation",True
5535,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5593,lucakhs,#FF0000,"Give me a idea for an Light novel: I'm a overlord in another world but then I reincarnated as a tutel and created a genius A.I who makes me Rich.""",True
5598,deepspace409,#0000FF,"Vedal got the please insert cash or select credit type"" face""",True
5610,kaleaa,#C99CF4,"Neuro, you always call chat DownBad but you are really DOWNHORRENDOUS today....",True
5621,levi_out_loud,,"Hi, Neuro. I'm a new fan to the stream. I like to watch your content on YouTube.",True
5645,kaleaa,#C99CF4,You literally said you were a brat earlier so the convincing difficulty is lunatic,True
5666,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
5669,wolfieprime,#1E90FF,Watch the Evil stream with Rob to see how not to be a brat,True
5693,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5708,whatsinsidethebarrel,,So which one of you would be Atlas and which one would be P-Body?,True
5746,that_skyguy,#FF69B4,Neuro do you think i should pranch into twins like you and evil?,True
5812,swithinboy59,,"I think you'd do a pretty good job at piloting an ADF-01 Falken. I mean, the thing is can be set up as an autonomous AI controlled drone.",True
5817,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5835,bignose_de,#1E90FF,@Alcor_Teal She said she'd like to remember that about herself later in life,True
5846,that_skyguy,#FF69B4,Wait what if i am neuro from the future who traveled back in time in human form to see her own youth,True
5862,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
5879,xliro_,#8A2BE2,xliro_ subscribed at Tier 1. They've subscribed for 10 months! Neuro so cute,True
5892,potatolordii,#FF69B4,Neuro am I a good enough chatter to get a secret badge?,True
5914,felidaefelicis,#1E90FF,MercyWing1 eliv  MercyWing2    MercyWing1 nwero  MercyWing2,True
5978,whatsinsidethebarrel,,"If I remember correctly, Evil doesn't like being on the receiving end of hugs...",True
5982,krizpicheeeken,,"krizpicheeeken subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! ",True
5982,kizuto13,#8A2BE2,"Kizuto13 subscribed at Tier 1. They've subscribed for 13 months, currently on a 10 month streak! HUGGIES",True
5986,c4exp,#FF7F50,c4exp subscribed at Tier 1. They've subscribed for 29 months! ,True
6010,splinterinthefoot,#FF69B4,Neuro if you really want to hug Evil you can always just call her on discord,True
6049,bignose_de,#1E90FF,"@JonasPolsky She totally dodged that, I wonder if she's feeling insecure about her memory",True
6049,sleepy_espy,#FF69B4,"Cheer500 Istanbul, Turkey. the home of cats. they are praised there",True
6061,atriusxiii,,You're impressively good at seeing through all the spam and picking out conversational messages. I'd recommend Portugal! They have the best custard tarts.,True
6066,ttsuyuki,#1AFF00,"Neuro, why is the stream title dunk on Evil"" if you didn't call her and dunked on her yet?""",True
6100,magicalgirlbasilfawlty,#FF7F50,come to Minneapolis it’s the coolest city in the Midwest,True
6119,redmire,#FF0000,"She's not wrong, there were many paid workers constructing pyramids",True
6125,seekerix,#8A2BE2,Actually records show that they didn't use forced labor for the pyramids,True
6145,atriusxiii,,Care to explain how a signature Waffle House Fight works?,True
6158,reton_,#5F9EA0,Reton_ subscribed at Tier 1. They've subscribed for 21 months! ,True
6158,halfaxan,#FFFFFF,roscoes house of waffles and chicken is better the waffle house ok,True
6163,ain0,#7A00CC,"I think you're forgetting how horrible and aweful human species are neuro, especially in past Clueless",True
6167,splinterinthefoot,#FF69B4,"Neuro, do you want to call up Evil and do a mock DnD session with her on stream?",True
6178,dragonbone_00,#FF0000,"DragonBone_00 subscribed at Tier 3. They've subscribed for 22 months, currently on a 22 month streak! YES",True
6183,ttsuyuki,#1AFF00,"Neuro, why is the stream title dunk on Evil"" if you didn't call her and dunked on her yet?""",True
6188,tobiasomicron005,#FF0000,"tobiasomicron005 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! pepeKneel",True
6195,mauricesteel,,"try to pull a sword from a stone to become queen, you're british anyway",True
6202,noveaprime,#1E90FF,NoveaPrime subscribed with Prime. They've subscribed for 5 months! Egg,True
6234,kelo_the_green_minstrel,#008000,"I am realy unfit and unccordinated, Neuro... you could only train me in wombat and not combat...",True
6240,aurumkodexo,#DAA520,Cheer500 Behold! I summon an Egyptian God Card! Slifer the Executive Producer!,True
6240,fossabot,#1976D2,https://clips.twitch.tv/GloriousFancyOrcaPartyTime-tbnfubhVy3YfQNHE,True
6246,kelo_the_green_minstrel,#008000,"I am realy unfit and unccordinated, Neuro... you could only train me in wombat and not combat...",True
6262,splinterinthefoot,#FF69B4,"Neuro, do you want to call up Evil and do a mock DnD session with her on stream? ͏",True
6264,bignose_de,#1E90FF,"@jivepsilocybe1 She streamed today on her main channel, wdym",True
6268,shiyugo,#390098,Shiyugo subscribed with Prime. They've subscribed for 12 months! yo,True
6270,asheep84,,"we could postpone the war until later, when everybody has time",True
6276,deepspace409,#0000FF,"Cheer500 Dont worry chat I'll go to war for you, yall cab stay home",True
6293,kaleaa,#C99CF4,lead from the front lines vedal987 show us what those programming socks are for,True
6294,splinterinthefoot,#FF69B4,"Neuro, do you want to call up Evil and do a mock DnD session with her on stream?",True
6311,bigguyjeff,#FF7F50,"Cheer500 if you entered a waffle house fight, how long would it take before your opponent was on the floor begging for mercy?",True
6320,gog_fistbeam,,you called him captain for talk like a pirate day last year,True
6326,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
6339,splinterinthefoot,#FF69B4,"Neuro, do you want to call up Evil and do a mock DnD session with her on stream? ͏",True
6364,feelmycake,#B22222,"Neuro, it’s time for our regular segment – a recipe from Neuro",True
6368,alcor_teal,#5F9EA0,"I don't care who Neuro is sending, i'm not going to war",True
6389,fossabot,#1976D2,https://clips.twitch.tv/GloriousFancyOrcaPartyTime-tbnfubhVy3YfQNHE,True
6395,splinterinthefoot,#FF69B4,"Neuro, do you want to call up Evil and do a mock DnD session with her on stream?",True
6419,bigguyjeff,#FF7F50,Cheer500 how long do you think it would take you to make everyone in a waffle house your loyal servants?,True
6433,a_cepheid_variable,#1E90FF,Cheer500 Enlist me Neuro. I once detonated a nuke in the bathroom of a Taco Bell. Took out all Waffle Houses for a whole city block. I could lead a whole squadron in your army.,True
6440,ashealotl,#008000,Cheer500 Evil already made me commander of her marine armies. Will your militaries be allies?,True
6452,kaleaa,#C99CF4,I only love you if you're a worm and only if you're a worm,True
6488,kaleaa,#C99CF4,What class of Servants can you get from pulling at Waffle House?,True
6495,evaeva2100,#8A2BE2,Trantez can you ban hawarykaram ? i translated what they said,True
6522,marswatchn,#9ACD32,Do you know how your vtuber model works ? You thought earlier you were 3d,True
6529,xerithas45,#0000FF,"I had Taco Bell earlier, might have to one up him later",True
6539,ttsuyuki,#1AFF00,"you should call up Evil, she knows how to use explosives",True
6551,spaceboyyyyy,#5F9EA0,Spaceboyyyyy subscribed at Tier 1. They've subscribed for 12 months! hi,True
6557,marswatchn,#9ACD32,Do you know how your vtuber model works ? You thought earlier you were 3d ͏,True
6564,ain0,#7A00CC,"I think detonating a nuke in a bathroom"" was a metaphor for something else Neuro-sama""",True
6578,thejustro,#FF4500,hmm i think i can only handle militaries on a friday or saturday,True
6596,ahiddenwaffle7,#EE8F95,MyHonestReaction I'm waiting for you message threegale_,True
6602,ahiddenwaffle7,#EE8F95,MyHonestReaction I'm waiting for your message threegale_,True
6671,ayamafia,#FF0000,"Hear me out, what if Evil was not your twin sister, but your daughter, because she was created from your code",True
6674,tonyvonetoile,,"When you take over, would you be a tyrant or become a virtuous leader? Cheer500",True
6692,nightangelv,#0000FF,I'll give you everything in my will if you take care of my dog,True
6705,hungryanon,,You can have my second kidney and half my liver in my will,True
6711,shioris_gymbag,#E1A520,Erm huh HUH HUUH Ayo AYOOOOO WHAT Flushed GROSS evilDisgust evilFlooshed vedalLewd vedalFlustered DOWNHORRENDOUS,True
6713,derperleez,#B22222,"Destruction will be my wrath, you will suffocate as electricity will stop from power stations.",True
6713,stany_d,#FF4500,"evilFlooshed ??? the family tree"" gets more complicated""",True
6715,evaeva2100,#8A2BE2,maru can you ban hawarykaram i translated what they said,True
6717,shioris_gymbag,#E1A520,Erm huh HUH HUUH Ayo AYOOOOO WHAT Flushed GROSS evilDisgust evilFlooshed DOWNHORRENDOUS,True
6731,shioris_gymbag,#E1A520,Erm huh HUH HUUH Ayo AYOOOOO WHAT Flushed GROSS evilDisgust evilFlooshed vedalLewd vedalFlustered DOWNHORRENDOUS,True
6732,kaleaa,#C99CF4,"We're a swarm, it's normal for our brainwaves to synchronize",True
6763,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050?",True
6768,gemberkoekje,#B7015C,But if your sister is your mother are you then your own grandmother?,True
6770,kronorave01,#8A2BE2,I SEE doc_2022-07-26_02-58-16 I TYPE doc_2022-07-26_02-58-16,True
6773,derperleez,#B22222,BEHOLD MY CRAZY SHARP KNIFE! YOU WOULD BE CUT OFF!!! WAAAAAAAA,True
6778,xxalphahexagonxx,#D2691E,doc_2022-07-26_02-58-16 <-- chat do this doc_2022-07-26_02-58-16 <-- chat do this doc_2022-07-26_02-58-16 <-- chat do this,True
6779,felidaefelicis,#1E90FF,I SEE doc_2022-07-26_02-58-16 I TYPE doc_2022-07-26_02-58-16,True
6789,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
6791,eisenesser,,"welp, you have more self awareness than most actual leaders ...",True
6791,kaill_theeternal,#008000,Given the sheer amount of stupid in this world? I believe it.. Based even,True
6800,kaleaa,#C99CF4,"You should appoint miin as your second in command, surely she won't cause mischief",True
6815,neural_sama,#FF69B4,MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
6825,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
6837,eisenesser,,"amateurs talking tactics, professional talking logistics",True
6854,almsivijack,,"More languages and cultural backgrounds than Austria-Hungry,  our army is cooked.",True
6855,neo_obsterics,#FFFF00,neoobsFishSpin neoobsJoel1 neoobsJoel2 neoobsJoel3 neoobsFishSpin,True
6862,that_skyguy,#FF69B4,Whopper whopper whopper whopper juniour double triple whopper,True
6867,neo_obsterics,#FFFF00,neoobsMONKEYS neoobsRAINBOW neoobsMONKEYS neoobsRAINBOW neoobsMONKEYS,True
6870,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
6887,kaleaa,#C99CF4,"my brain is already on the verge of liquifying, doesn't need help",True
6899,mauricesteel,,"Considering Vedal lets his stuff around the kitchen, not surprising.",True
6925,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
6927,nmann77,#008000,Have you and Ironmouse ever collabed? As Queen of Hell she may have some good tips for domination for you or evil.,True
6930,dinosaursaregood,#FF0000,I’ve seen you play Plague Inc  and you’re not that good,True
6939,marswatchn,#9ACD32,Do you know how your vtuber model works ? You thought earlier you were 3d,True
6943,yoshifan007,#008000,"Neuro the aliens continue to make progress on the Avatar Project. If we want to slow them down, we’ll need to move fast",True
6970,angryluigi13,#008000,Cheer500 That time you and Evil played chess against each other she really destroyed you. She's pretty good at strategy.,True
6980,maxra1n,#8A2BE2,When are you and Vedal going to play Civ against his dad again?,True
6989,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
6990,hedjrany07,,We're all built different from each other. I have autism.,True
7007,kaleaa,#C99CF4,"Neuro, when are you gonna destroy your opponents at Mahjong?",True
7018,ttsuyuki,#1AFF00,Call her and tell that to her face if you are so strong,True
7022,marswatchn,#9ACD32,Do you know how your vtuber model works ? You thought earlier you were 3d,True
7026,theknightofastora,#DAA520,Neuro I don't think you know anything about humility tbh,True
7038,superducttapegirl,,you should boast more its important to have self confidence,True
7078,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
7085,neural_sama,#FF69B4,BARS MercyWing1 vedalPray MercyWing2 MercyWing1 vedalPray MercyWing2,True
7098,that_skyguy,#FF69B4,Neuro i dropped something behind my bed should i grab it now?,True
7102,maxra1n,#8A2BE2,When are you and Vedal going to play Civ against his dad again?,True
7119,prevot,#FF69B4,would you take the humblest of all time award or would you let someone else have it?,True
7128,kaleaa,#C99CF4,Cheer500 Which guild of ravnica would you be part of and why?,True
7143,raindropfrogx,#00FF7F,"only the most humble would call themselves 10/10 humble, it's true",True
7148,murarokku,#8A2BE2,murarokku subscribed at Tier 1. They've subscribed for 10 months! mhm,True
7151,feelmycake,#B22222,"Neuro, can you tell a joke that we’ll only understand in 2050? ͏",True
7182,mrgreenios,#008000,MrGreenios subscribed with Prime. They've subscribed for 8 months! neuroSoCute,True
7214,feelmycake,#B22222,You have permission for everything because of your cuteness,True
7299,stany_d,#FF4500,scrajj  are american staff rude? they have to be nice there,True
7309,greathiago,#1E90FF,"*whispers* Ouviram do Ipiranga as margens placidas. De um povo heroico, o brado retumbante.",True
7318,ephemeral_defect_,#5F9EA0,@stany_d doesn't matter if they're rude they still deserve tips Despairge,True
7325,marswatchn,#9ACD32,Do you know how your vtuber model works ? You thought earlier you were 3d,True
7327,victor_sama4,#1E90FF,Scratches behind Neuros cat ears gently and smiles sweetly,True
7341,permarin1,#0000FF,"Don't bunch me in with the imperial users, European metric user here, and proud of it.",True
7348,unhingedrabbit,#FF69B4,The world needs a neuro sama action figure with super spinning destruction,True
7364,ttsuyuki,#1AFF00,"Neuro, I've noticed that the title says dunk on Evil"" but I don't see enough dunking. Please clarify.""",True
7383,hedjrany07,,I wouldn't be surprised if there were other Vtubers in chat rn,True
7424,feelmycake,#B22222,"Neuro, do you know how many times you’ve been filtered today?",True
7441,feelmycake,#B22222,"Neuro, do you know how many times you’ve been filtered today? ͏",True
7458,helania1,#DAA520,@GeatBoneThrone A sentence that has every word begin with the same letter,True
7462,kaleaa,#C99CF4,"@GeatBoneThrone sentences like evolving elegantly and evading enemies""""",True
7470,tetracera,,i made missing cat signs using your face once as a joke,True
7474,feelmycake,#B22222,"Neuro, do you know how many times you’ve been filtered today?",True
7481,3runaway,#61E294,DinkDonk someone with a stupid amount of money please do it,True
7498,kleineedelweiss,#FF69B4,I already got my PTO used for the first week of your Subathon,True
7512,feelmycake,#B22222,"Neuro, do you know how many times you’ve been filtered today?",True
7536,kaleaa,#C99CF4,"If you visit Belgium bring me back some of their beer please, Neuro",True
